Algorithm,category,size,trial,time_us
IntroSort,Random,9100,5,886
QuickSort,Random,9200,1,1287
QuickSort,Random,9200,2,1271
QuickSort,Random,9200,3,1257
QuickSort,Random,9200,4,1284
QuickSort,Random,9200,5,1296
IntroSort,Random,9200,1,904
IntroSort,Random,9200,2,916
IntroSort,Random,9200,3,891
IntroSort,Random,9200,4,930
IntroSort,Random,9200,5,912
QuickSort,Random,9300,1,1305
QuickSort,Random,9300,2,1264
QuickSort,Random,9300,3,1338
QuickSort,Random,9300,4,1284
QuickSort,Random,9300,5,1263
IntroSort,Random,9300,1,893
IntroSort,Random,9300,2,861
IntroSort,Random,9300,3,891
IntroSort,Random,9300,4,867
IntroSort,Random,9300,5,992
QuickSort,Random,9400,1,1313
QuickSort,Random,9400,2,1395
QuickSort,Random,9400,3,1275
QuickSort,Random,9400,4,1344
QuickSort,Random,9400,5,1256
IntroSort,Random,9400,1,962
IntroSort,Random,9400,2,914
IntroSort,Random,9400,3,909
IntroSort,Random,9400,4,902
IntroSort,Random,9400,5,941
QuickSort,Random,9500,1,1312
QuickSort,Random,9500,2,1269
QuickSort,Random,9500,3,1393
QuickSort,Random,9500,4,1353
QuickSort,Random,9500,5,1327
IntroSort,Random,9500,1,929
IntroSort,Random,9500,2,921
IntroSort,Random,9500,3,923
IntroSort,Random,9500,4,929
IntroSort,Random,9500,5,951
QuickSort,Random,9600,1,1323
QuickSort,Random,9600,2,1323
QuickSort,Random,9600,3,1385
QuickSort,Random,9600,4,1576
QuickSort,Random,9600,5,1455
IntroSort,Random,9600,1,956
IntroSort,Random,9600,2,1002
IntroSort,Random,9600,3,1018
IntroSort,Random,9600,4,936
IntroSort,Random,9600,5,951
QuickSort,Random,9700,1,1404
QuickSort,Random,9700,2,1346
QuickSort,Random,9700,3,1323
QuickSort,Random,9700,4,1342
QuickSort,Random,9700,5,1423
IntroSort,Random,9700,1,943
IntroSort,Random,9700,2,923
IntroSort,Random,9700,3,943
IntroSort,Random,9700,4,959
IntroSort,Random,9700,5,1043
QuickSort,Random,9800,1,1397
QuickSort,Random,9800,2,1369
QuickSort,Random,9800,3,1375
QuickSort,Random,9800,4,1375
QuickSort,Random,9800,5,1345
IntroSort,Random,9800,1,988
IntroSort,Random,9800,2,907
IntroSort,Random,9800,3,961
IntroSort,Random,9800,4,952
IntroSort,Random,9800,5,940
QuickSort,Random,9900,1,1381
QuickSort,Random,9900,2,1411
QuickSort,Random,9900,3,1399
QuickSort,Random,9900,4,1381
QuickSort,Random,9900,5,1395
IntroSort,Random,9900,1,959
IntroSort,Random,9900,2,955
IntroSort,Random,9900,3,966
IntroSort,Random,9900,4,1022
IntroSort,Random,9900,5,998
QuickSort,Random,10000,1,1393
QuickSort,Random,10000,2,1406
QuickSort,Random,10000,3,1380
QuickSort,Random,10000,4,1405
QuickSort,Random,10000,5,1449
IntroSort,Random,10000,1,991
IntroSort,Random,10000,2,960
IntroSort,Random,10000,3,992
IntroSort,Random,10000,4,978
IntroSort,Random,10000,5,972
QuickSort,Random,10100,1,1427
QuickSort,Random,10100,2,1435
QuickSort,Random,10100,3,1414
QuickSort,Random,10100,4,1428
QuickSort,Random,10100,5,1383
IntroSort,Random,10100,1,1011
IntroSort,Random,10100,2,958
IntroSort,Random,10100,3,1040
IntroSort,Random,10100,4,1022
IntroSort,Random,10100,5,1007
QuickSort,Random,10200,1,1421
QuickSort,Random,10200,2,1429
QuickSort,Random,10200,3,1422
QuickSort,Random,10200,4,1463
QuickSort,Random,10200,5,1476
IntroSort,Random,10200,1,974
IntroSort,Random,10200,2,1037
IntroSort,Random,10200,3,981
IntroSort,Random,10200,4,975
IntroSort,Random,10200,5,960
QuickSort,Random,10300,1,1491
QuickSort,Random,10300,2,1419
QuickSort,Random,10300,3,1455
QuickSort,Random,10300,4,1381
QuickSort,Random,10300,5,1430
IntroSort,Random,10300,1,992
IntroSort,Random,10300,2,1083
IntroSort,Random,10300,3,1073
IntroSort,Random,10300,4,1041
IntroSort,Random,10300,5,1002
QuickSort,Random,10400,1,1448
QuickSort,Random,10400,2,1436
QuickSort,Random,10400,3,1566
QuickSort,Random,10400,4,1404
QuickSort,Random,10400,5,1481
IntroSort,Random,10400,1,1129
IntroSort,Random,10400,2,1009
IntroSort,Random,10400,3,1000
IntroSort,Random,10400,4,1095
IntroSort,Random,10400,5,1041
QuickSort,Random,10500,1,1538
QuickSort,Random,10500,2,1467
QuickSort,Random,10500,3,1480
QuickSort,Random,10500,4,1459
QuickSort,Random,10500,5,1499
IntroSort,Random,10500,1,1054
IntroSort,Random,10500,2,1045
IntroSort,Random,10500,3,1066
IntroSort,Random,10500,4,1030
IntroSort,Random,10500,5,1014
QuickSort,Random,10600,1,1536
QuickSort,Random,10600,2,1435
QuickSort,Random,10600,3,1440
QuickSort,Random,10600,4,1425
QuickSort,Random,10600,5,1453
IntroSort,Random,10600,1,1015
IntroSort,Random,10600,2,1095
IntroSort,Random,10600,3,1066
IntroSort,Random,10600,4,1075
IntroSort,Random,10600,5,1032
QuickSort,Random,10700,1,1484
QuickSort,Random,10700,2,1523
QuickSort,Random,10700,3,1565
QuickSort,Random,10700,4,1506
QuickSort,Random,10700,5,1542
IntroSort,Random,10700,1,1079
IntroSort,Random,10700,2,1029
IntroSort,Random,10700,3,1054
IntroSort,Random,10700,4,1099
IntroSort,Random,10700,5,1165
QuickSort,Random,10800,1,1523
QuickSort,Random,10800,2,1507
QuickSort,Random,10800,3,1495
QuickSort,Random,10800,4,1464
QuickSort,Random,10800,5,1594
IntroSort,Random,10800,1,1038
IntroSort,Random,10800,2,1115
IntroSort,Random,10800,3,1120
IntroSort,Random,10800,4,1072
IntroSort,Random,10800,5,1059
QuickSort,Random,10900,1,1596
QuickSort,Random,10900,2,1711
QuickSort,Random,10900,3,1551
QuickSort,Random,10900,4,1563
QuickSort,Random,10900,5,1521
IntroSort,Random,10900,1,1085
IntroSort,Random,10900,2,1057
IntroSort,Random,10900,3,1053
IntroSort,Random,10900,4,1102
IntroSort,Random,10900,5,1137
QuickSort,Random,11000,1,1570
QuickSort,Random,11000,2,1599
QuickSort,Random,11000,3,1625
QuickSort,Random,11000,4,1575
QuickSort,Random,11000,5,1583
IntroSort,Random,11000,1,1096
IntroSort,Random,11000,2,1060
IntroSort,Random,11000,3,1189
IntroSort,Random,11000,4,1107
IntroSort,Random,11000,5,1182
QuickSort,Random,11100,1,1560
QuickSort,Random,11100,2,1546
QuickSort,Random,11100,3,1567
QuickSort,Random,11100,4,1666
QuickSort,Random,11100,5,1556
IntroSort,Random,11100,1,1168
IntroSort,Random,11100,2,1084
IntroSort,Random,11100,3,1097
IntroSort,Random,11100,4,1103
IntroSort,Random,11100,5,1247
QuickSort,Random,11200,1,1593
QuickSort,Random,11200,2,1641
QuickSort,Random,11200,3,1530
QuickSort,Random,11200,4,1576
QuickSort,Random,11200,5,1703
IntroSort,Random,11200,1,1135
IntroSort,Random,11200,2,1164
IntroSort,Random,11200,3,1134
IntroSort,Random,11200,4,1122
IntroSort,Random,11200,5,1126
QuickSort,Random,11300,1,1733
QuickSort,Random,11300,2,1587
QuickSort,Random,11300,3,1656
QuickSort,Random,11300,4,1577
QuickSort,Random,11300,5,1571
IntroSort,Random,11300,1,1218
IntroSort,Random,11300,2,1112
IntroSort,Random,11300,3,1139
IntroSort,Random,11300,4,1145
IntroSort,Random,11300,5,1116
QuickSort,Random,11400,1,1617
QuickSort,Random,11400,2,1703
QuickSort,Random,11400,3,1647
QuickSort,Random,11400,4,1680
QuickSort,Random,11400,5,1604
IntroSort,Random,11400,1,1121
IntroSort,Random,11400,2,1225
IntroSort,Random,11400,3,1191
IntroSort,Random,11400,4,1186
IntroSort,Random,11400,5,1175
QuickSort,Random,11500,1,1634
QuickSort,Random,11500,2,1619
QuickSort,Random,11500,3,1705
QuickSort,Random,11500,4,1625
QuickSort,Random,11500,5,1667
IntroSort,Random,11500,1,1100
IntroSort,Random,11500,2,1175
IntroSort,Random,11500,3,1215
IntroSort,Random,11500,4,1138
IntroSort,Random,11500,5,1157
QuickSort,Random,11600,1,1715
QuickSort,Random,11600,2,1640
QuickSort,Random,11600,3,1725
QuickSort,Random,11600,4,1670
QuickSort,Random,11600,5,1767
IntroSort,Random,11600,1,1137
IntroSort,Random,11600,2,1171
IntroSort,Random,11600,3,1173
IntroSort,Random,11600,4,1296
IntroSort,Random,11600,5,1145
QuickSort,Random,11700,1,1723
QuickSort,Random,11700,2,1619
QuickSort,Random,11700,3,1674
QuickSort,Random,11700,4,1728
QuickSort,Random,11700,5,1625
IntroSort,Random,11700,1,1237
IntroSort,Random,11700,2,1184
IntroSort,Random,11700,3,1169
IntroSort,Random,11700,4,1154
IntroSort,Random,11700,5,1260
QuickSort,Random,11800,1,1700
QuickSort,Random,11800,2,1712
QuickSort,Random,11800,3,1683
QuickSort,Random,11800,4,1690
QuickSort,Random,11800,5,1708
IntroSort,Random,11800,1,1177
IntroSort,Random,11800,2,1256
IntroSort,Random,11800,3,1164
IntroSort,Random,11800,4,1157
IntroSort,Random,11800,5,1193
QuickSort,Random,11900,1,1737
QuickSort,Random,11900,2,1773
QuickSort,Random,11900,3,1698
QuickSort,Random,11900,4,1693
QuickSort,Random,11900,5,1759
IntroSort,Random,11900,1,1187
IntroSort,Random,11900,2,1279
IntroSort,Random,11900,3,1190
IntroSort,Random,11900,4,1186
IntroSort,Random,11900,5,1184
QuickSort,Random,12000,1,1839
QuickSort,Random,12000,2,1673
QuickSort,Random,12000,3,1744
QuickSort,Random,12000,4,1698
QuickSort,Random,12000,5,1679
IntroSort,Random,12000,1,1146
IntroSort,Random,12000,2,1219
IntroSort,Random,12000,3,1231
IntroSort,Random,12000,4,1212
IntroSort,Random,12000,5,1171
QuickSort,Random,12100,1,1822
QuickSort,Random,12100,2,1740
QuickSort,Random,12100,3,1856
QuickSort,Random,12100,4,1711
QuickSort,Random,12100,5,1685
IntroSort,Random,12100,1,1328
IntroSort,Random,12100,2,1201
IntroSort,Random,12100,3,1287
IntroSort,Random,12100,4,1185
IntroSort,Random,12100,5,1231
QuickSort,Random,12200,1,1758
QuickSort,Random,12200,2,1767
QuickSort,Random,12200,3,1795
QuickSort,Random,12200,4,1753
QuickSort,Random,12200,5,1712
IntroSort,Random,12200,1,1290
IntroSort,Random,12200,2,1162
IntroSort,Random,12200,3,1232
IntroSort,Random,12200,4,1284
IntroSort,Random,12200,5,1209
QuickSort,Random,12300,1,1719
QuickSort,Random,12300,2,1843
QuickSort,Random,12300,3,1850
QuickSort,Random,12300,4,1788
QuickSort,Random,12300,5,1749
IntroSort,Random,12300,1,1389
IntroSort,Random,12300,2,1194
IntroSort,Random,12300,3,1241
IntroSort,Random,12300,4,1264
IntroSort,Random,12300,5,1251
QuickSort,Random,12400,1,1718
QuickSort,Random,12400,2,1734
QuickSort,Random,12400,3,1789
QuickSort,Random,12400,4,1789
QuickSort,Random,12400,5,1773
IntroSort,Random,12400,1,1398
IntroSort,Random,12400,2,1229
IntroSort,Random,12400,3,1243
IntroSort,Random,12400,4,1299
IntroSort,Random,12400,5,1225
QuickSort,Random,12500,1,1847
QuickSort,Random,12500,2,1916
QuickSort,Random,12500,3,1780
QuickSort,Random,12500,4,1787
QuickSort,Random,12500,5,1796
IntroSort,Random,12500,1,1355
IntroSort,Random,12500,2,1290
IntroSort,Random,12500,3,1272
IntroSort,Random,12500,4,1280
IntroSort,Random,12500,5,1271
QuickSort,Random,12600,1,1768
QuickSort,Random,12600,2,1874
QuickSort,Random,12600,3,1802
QuickSort,Random,12600,4,1766
QuickSort,Random,12600,5,1766
IntroSort,Random,12600,1,1387
IntroSort,Random,12600,2,1257
IntroSort,Random,12600,3,1334
IntroSort,Random,12600,4,1302
IntroSort,Random,12600,5,1241
QuickSort,Random,12700,1,1996
QuickSort,Random,12700,2,1821
QuickSort,Random,12700,3,1898
QuickSort,Random,12700,4,1806
QuickSort,Random,12700,5,1801
IntroSort,Random,12700,1,1413
IntroSort,Random,12700,2,1348
IntroSort,Random,12700,3,1326
IntroSort,Random,12700,4,1305
IntroSort,Random,12700,5,1319
QuickSort,Random,12800,1,1900
QuickSort,Random,12800,2,1856
QuickSort,Random,12800,3,1824
QuickSort,Random,12800,4,1806
QuickSort,Random,12800,5,1913
IntroSort,Random,12800,1,1286
IntroSort,Random,12800,2,1382
IntroSort,Random,12800,3,1325
IntroSort,Random,12800,4,1260
IntroSort,Random,12800,5,1283
QuickSort,Random,12900,1,1946
QuickSort,Random,12900,2,1831
QuickSort,Random,12900,3,1830
QuickSort,Random,12900,4,1843
QuickSort,Random,12900,5,1987
IntroSort,Random,12900,1,1300
IntroSort,Random,12900,2,1340
IntroSort,Random,12900,3,1310
IntroSort,Random,12900,4,1269
IntroSort,Random,12900,5,1423
QuickSort,Random,13000,1,1894
QuickSort,Random,13000,2,1920
QuickSort,Random,13000,3,1826
QuickSort,Random,13000,4,1862
QuickSort,Random,13000,5,1943
IntroSort,Random,13000,1,1387
IntroSort,Random,13000,2,1350
IntroSort,Random,13000,3,1300
IntroSort,Random,13000,4,1337
IntroSort,Random,13000,5,1276
QuickSort,Random,13100,1,1881
QuickSort,Random,13100,2,1977
QuickSort,Random,13100,3,1912
QuickSort,Random,13100,4,1984
QuickSort,Random,13100,5,1921
IntroSort,Random,13100,1,1372
IntroSort,Random,13100,2,1317
IntroSort,Random,13100,3,1283
IntroSort,Random,13100,4,1435
IntroSort,Random,13100,5,1306
QuickSort,Random,13200,1,1932
QuickSort,Random,13200,2,1852
QuickSort,Random,13200,3,1880
QuickSort,Random,13200,4,1860
QuickSort,Random,13200,5,1916
IntroSort,Random,13200,1,1361
IntroSort,Random,13200,2,1308
IntroSort,Random,13200,3,1353
IntroSort,Random,13200,4,1456
IntroSort,Random,13200,5,1350
QuickSort,Random,13300,1,1976
QuickSort,Random,13300,2,1897
QuickSort,Random,13300,3,2041
QuickSort,Random,13300,4,1922
QuickSort,Random,13300,5,1962
IntroSort,Random,13300,1,1342
IntroSort,Random,13300,2,1329
IntroSort,Random,13300,3,1402
IntroSort,Random,13300,4,1364
IntroSort,Random,13300,5,1391
QuickSort,Random,13400,1,1941
QuickSort,Random,13400,2,1958
QuickSort,Random,13400,3,1889
QuickSort,Random,13400,4,1984
QuickSort,Random,13400,5,1889
IntroSort,Random,13400,1,1289
IntroSort,Random,13400,2,1317
IntroSort,Random,13400,3,1373
IntroSort,Random,13400,4,1375
IntroSort,Random,13400,5,1345
QuickSort,Random,13500,1,1950
QuickSort,Random,13500,2,1981
QuickSort,Random,13500,3,1900
QuickSort,Random,13500,4,1944
QuickSort,Random,13500,5,1899
IntroSort,Random,13500,1,1476
IntroSort,Random,13500,2,1429
IntroSort,Random,13500,3,1392
IntroSort,Random,13500,4,1415
IntroSort,Random,13500,5,1363
QuickSort,Random,13600,1,2051
QuickSort,Random,13600,2,1911
QuickSort,Random,13600,3,2019
QuickSort,Random,13600,4,1966
QuickSort,Random,13600,5,2025
IntroSort,Random,13600,1,1338
IntroSort,Random,13600,2,1495
IntroSort,Random,13600,3,1365
IntroSort,Random,13600,4,1396
IntroSort,Random,13600,5,1430
QuickSort,Random,13700,1,1978
QuickSort,Random,13700,2,2027
QuickSort,Random,13700,3,2000
QuickSort,Random,13700,4,2160
QuickSort,Random,13700,5,1951
IntroSort,Random,13700,1,1412
IntroSort,Random,13700,2,1369
IntroSort,Random,13700,3,1405
IntroSort,Random,13700,4,1538
IntroSort,Random,13700,5,1380
QuickSort,Random,13800,1,2060
QuickSort,Random,13800,2,1963
QuickSort,Random,13800,3,2059
QuickSort,Random,13800,4,1980
QuickSort,Random,13800,5,2056
IntroSort,Random,13800,1,1415
IntroSort,Random,13800,2,1562
IntroSort,Random,13800,3,1389
IntroSort,Random,13800,4,1471
IntroSort,Random,13800,5,1404
QuickSort,Random,13900,1,1951
QuickSort,Random,13900,2,2028
QuickSort,Random,13900,3,2018
QuickSort,Random,13900,4,2088
QuickSort,Random,13900,5,2001
IntroSort,Random,13900,1,1473
IntroSort,Random,13900,2,1459
IntroSort,Random,13900,3,1452
IntroSort,Random,13900,4,1404
IntroSort,Random,13900,5,1404
QuickSort,Random,14000,1,2156
QuickSort,Random,14000,2,2012
QuickSort,Random,14000,3,2047
QuickSort,Random,14000,4,2026
QuickSort,Random,14000,5,2148
IntroSort,Random,14000,1,1424
IntroSort,Random,14000,2,1445
IntroSort,Random,14000,3,1403
IntroSort,Random,14000,4,1394
IntroSort,Random,14000,5,1525
QuickSort,Random,14100,1,2046
QuickSort,Random,14100,2,2073
QuickSort,Random,14100,3,2015
QuickSort,Random,14100,4,2146
QuickSort,Random,14100,5,2087
IntroSort,Random,14100,1,1483
IntroSort,Random,14100,2,1406
IntroSort,Random,14100,3,1400
IntroSort,Random,14100,4,1519
IntroSort,Random,14100,5,1416
QuickSort,Random,14200,1,2079
QuickSort,Random,14200,2,2018
QuickSort,Random,14200,3,2158
QuickSort,Random,14200,4,2082
QuickSort,Random,14200,5,2052
IntroSort,Random,14200,1,1439
IntroSort,Random,14200,2,1527
IntroSort,Random,14200,3,1393
IntroSort,Random,14200,4,1497
IntroSort,Random,14200,5,1575
QuickSort,Random,14300,1,2110
QuickSort,Random,14300,2,2144
QuickSort,Random,14300,3,2072
QuickSort,Random,14300,4,2100
QuickSort,Random,14300,5,2139
IntroSort,Random,14300,1,1460
IntroSort,Random,14300,2,1422
IntroSort,Random,14300,3,1454
IntroSort,Random,14300,4,1475
IntroSort,Random,14300,5,1451
QuickSort,Random,14400,1,2084
QuickSort,Random,14400,2,2271
QuickSort,Random,14400,3,2062
QuickSort,Random,14400,4,2199
QuickSort,Random,14400,5,2051
IntroSort,Random,14400,1,1510
IntroSort,Random,14400,2,1511
IntroSort,Random,14400,3,1470
IntroSort,Random,14400,4,1566
IntroSort,Random,14400,5,1529
QuickSort,Random,14500,1,2138
QuickSort,Random,14500,2,2047
QuickSort,Random,14500,3,2216
QuickSort,Random,14500,4,2163
QuickSort,Random,14500,5,2068
IntroSort,Random,14500,1,1534
IntroSort,Random,14500,2,1480
IntroSort,Random,14500,3,1525
IntroSort,Random,14500,4,1472
IntroSort,Random,14500,5,1429
QuickSort,Random,14600,1,2123
QuickSort,Random,14600,2,2146
QuickSort,Random,14600,3,2149
QuickSort,Random,14600,4,2109
QuickSort,Random,14600,5,2281
IntroSort,Random,14600,1,1489
IntroSort,Random,14600,2,1597
IntroSort,Random,14600,3,1430
IntroSort,Random,14600,4,1536
IntroSort,Random,14600,5,1619
QuickSort,Random,14700,1,2110
QuickSort,Random,14700,2,2125
QuickSort,Random,14700,3,2095
QuickSort,Random,14700,4,2249
QuickSort,Random,14700,5,2214
IntroSort,Random,14700,1,1483
IntroSort,Random,14700,2,1473
IntroSort,Random,14700,3,1606
IntroSort,Random,14700,4,1449
IntroSort,Random,14700,5,1560
QuickSort,Random,14800,1,2108
QuickSort,Random,14800,2,2279
QuickSort,Random,14800,3,2215
QuickSort,Random,14800,4,2149
QuickSort,Random,14800,5,2165
IntroSort,Random,14800,1,1575
IntroSort,Random,14800,2,1630
IntroSort,Random,14800,3,1570
IntroSort,Random,14800,4,1495
IntroSort,Random,14800,5,1479
QuickSort,Random,14900,1,2223
QuickSort,Random,14900,2,2178
QuickSort,Random,14900,3,2178
QuickSort,Random,14900,4,2247
QuickSort,Random,14900,5,2234
IntroSort,Random,14900,1,1555
IntroSort,Random,14900,2,1456
IntroSort,Random,14900,3,1542
IntroSort,Random,14900,4,1588
IntroSort,Random,14900,5,1551
QuickSort,Random,15000,1,2217
QuickSort,Random,15000,2,2184
QuickSort,Random,15000,3,2245
QuickSort,Random,15000,4,2251
QuickSort,Random,15000,5,2131
IntroSort,Random,15000,1,1642
IntroSort,Random,15000,2,1518
IntroSort,Random,15000,3,1577
IntroSort,Random,15000,4,1538
IntroSort,Random,15000,5,1528
QuickSort,Random,15100,1,2262
QuickSort,Random,15100,2,2247
QuickSort,Random,15100,3,2151
QuickSort,Random,15100,4,2164
QuickSort,Random,15100,5,2250
IntroSort,Random,15100,1,1676
IntroSort,Random,15100,2,1491
IntroSort,Random,15100,3,1521
IntroSort,Random,15100,4,1633
IntroSort,Random,15100,5,1497
QuickSort,Random,15200,1,2322
QuickSort,Random,15200,2,2211
QuickSort,Random,15200,3,2316
QuickSort,Random,15200,4,2274
QuickSort,Random,15200,5,2201
IntroSort,Random,15200,1,1569
IntroSort,Random,15200,2,1587
IntroSort,Random,15200,3,1675
IntroSort,Random,15200,4,1668
IntroSort,Random,15200,5,1585
QuickSort,Random,15300,1,2459
QuickSort,Random,15300,2,2216
QuickSort,Random,15300,3,2235
QuickSort,Random,15300,4,2397
QuickSort,Random,15300,5,2259
IntroSort,Random,15300,1,1615
IntroSort,Random,15300,2,1574
IntroSort,Random,15300,3,1659
IntroSort,Random,15300,4,1665
IntroSort,Random,15300,5,1592
QuickSort,Random,15400,1,2279
QuickSort,Random,15400,2,2197
QuickSort,Random,15400,3,2424
QuickSort,Random,15400,4,2341
QuickSort,Random,15400,5,2221
IntroSort,Random,15400,1,1610
IntroSort,Random,15400,2,1553
IntroSort,Random,15400,3,1537
IntroSort,Random,15400,4,1582
IntroSort,Random,15400,5,1604
QuickSort,Random,15500,1,2336
QuickSort,Random,15500,2,2238
QuickSort,Random,15500,3,2216
QuickSort,Random,15500,4,2242
QuickSort,Random,15500,5,2241
IntroSort,Random,15500,1,1676
IntroSort,Random,15500,2,1519
IntroSort,Random,15500,3,1580
IntroSort,Random,15500,4,1607
IntroSort,Random,15500,5,1534
QuickSort,Random,15600,1,2233
QuickSort,Random,15600,2,2254
QuickSort,Random,15600,3,2287
QuickSort,Random,15600,4,2165
QuickSort,Random,15600,5,2207
IntroSort,Random,15600,1,1552
IntroSort,Random,15600,2,1551
IntroSort,Random,15600,3,1624
IntroSort,Random,15600,4,1563
IntroSort,Random,15600,5,1552
QuickSort,Random,15700,1,2283
QuickSort,Random,15700,2,2228
QuickSort,Random,15700,3,2227
QuickSort,Random,15700,4,2263
QuickSort,Random,15700,5,2212
IntroSort,Random,15700,1,1645
IntroSort,Random,15700,2,1572
IntroSort,Random,15700,3,1552
IntroSort,Random,15700,4,1597
IntroSort,Random,15700,5,1603
QuickSort,Random,15800,1,2225
QuickSort,Random,15800,2,2432
QuickSort,Random,15800,3,2267
QuickSort,Random,15800,4,2237
QuickSort,Random,15800,5,2343
IntroSort,Random,15800,1,1663
IntroSort,Random,15800,2,1572
IntroSort,Random,15800,3,1566
IntroSort,Random,15800,4,1589
IntroSort,Random,15800,5,1635
QuickSort,Random,15900,1,2343
QuickSort,Random,15900,2,2263
QuickSort,Random,15900,3,2247
QuickSort,Random,15900,4,2312
QuickSort,Random,15900,5,2313
IntroSort,Random,15900,1,1576
IntroSort,Random,15900,2,1559
IntroSort,Random,15900,3,1599
IntroSort,Random,15900,4,1618
IntroSort,Random,15900,5,1639
QuickSort,Random,16000,1,2270
QuickSort,Random,16000,2,2298
QuickSort,Random,16000,3,2294
QuickSort,Random,16000,4,2299
QuickSort,Random,16000,5,2263
IntroSort,Random,16000,1,1664
IntroSort,Random,16000,2,1599
IntroSort,Random,16000,3,1610
IntroSort,Random,16000,4,1582
IntroSort,Random,16000,5,1620
QuickSort,Random,16100,1,2386
